video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_digital_3,digital,640x360,25.0,1491,22.01313711837427,0.9255533199195171,0.7170288516801927,0.925464480874317,0.17156274086373705,0.027032208062134886,0.09034459228476394,0.31266140547727217,1.0,44.739274111249074,43.496099999174476,54.33240000274964,0.7170288516801927,0.5946614794914667,808.9706555856249,6.753103943977638,12.89087962380766,58.8762856760235,130.47877551477848
