video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_analog_2,analogico,1280x720,30.0,566,19.639956364168576,0.4787985865724382,0.3718157575956082,0.45166666666666666,0.25735048799445304,0.051242595047454015,0.09934357346898097,0.40354470722711305,1.0,49.450332684114954,48.663349996786565,58.58579998312052,0.3718157575956082,0.28648221634321275,95.74024869805436,1.7285414039035567,5.749933695738859,79.88842534227587,95.8421058418145
