video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_digital_5,digital,640x360,29.97002997002997,1309,25.67667825526016,0.19404125286478227,0.12919957235717336,0.19040479760119944,0.19915834008449523,0.05911198655659169,0.12349020177946449,0.41479402544595156,1.0,38.32273743139556,37.12110000196844,47.00169999850914,0.12919957235717336,0.10134045681800824,414.7970822150312,4.509748203869172,9.282633381477591,52.17123753161266,110.15842753957644
