video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_analog_3,analogico,360x360,30.0,1662,17.644979683615126,0.06799037304452467,0.03526387513401132,0.0675595238095238,0.27845884400629806,0.062210821159236526,0.16336142344135943,0.6511923201458841,1.0,56.129257581383044,56.02264995104633,60.71914501371793,0.03526387513401132,0.025622788350577748,494.05478082694225,5.574982469493499,14.923342442171414,32.73137171884168,97.8037238016446
