video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_digital_2,digital,640x360,29.97002997002997,1790,23.45500450508127,0.6949720670391062,0.5168933204598933,0.69711635410365,0.2894234025158994,0.10109745927060661,0.12164700588408299,0.5796367903189276,1.0,42.076473519649596,41.17929999483749,48.32447998051066,0.5168933204598933,0.36737227656969784,168.0969601401288,3.031004611739899,13.048926794789725,48.16161164212356,96.5074421094235
