video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_analog_5,analogico,640x360,25.0,1041,27.70607341587614,0.4409221902017291,0.24333112238119933,0.4269767441860466,0.17966433647645721,0.04834718561362945,0.12455424253395539,0.6547230318862434,1.0,35.49246935634162,35.151599964592606,39.36759999487549,0.24333112238119933,0.2025024219969279,591.4884185727386,5.992605422923161,6.883013270159569,65.92454935087825,79.8930107643892
