video_id,tipo,resolution,video_fps_original,processed_frames,real_processing_fps,R_detection_frame_mean,R_detection_conf_mean,R_detection_window_mean,D_video_mean,D_video_std,D_video_min,D_video_max,R_latency_200ms,latency_mean_ms,latency_median_ms,latency_p95_ms,max_confidence_mean,R_system_proxy_mean,blur_mean,noise_mean,temporal_instability_mean,contrast_mean,brightness_mean
video_digital_4,digital,640x360,29.97,351,24.885929210666756,0.008547008547008548,0.003388452054428579,0.007957559681697613,0.1728185175046129,0.01208880831450006,0.15325419932841247,0.22975496121231653,1.0,38.25102592609488,37.10660000797361,47.96894997707568,0.003388452054428579,0.002823044325039799,295.6965231241753,4.232993043725647,5.332887422344887,53.68781752797687,102.45598630648546
